"","combineId","playerId","combineYear","combinePosition","combineHeight","combineWeight","nameFirst","nameLast","nameFull","position","collegeId","nflId","college","heightInches","weight","dob","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone"
"352",14696,20010126,2001,"ILB",73,250,"Edgerton","Hartwell","Edgerton Hartwell","LB",61455,"2504565","Western Illinois",73,240,"1978-05-27",22.9178082191781,4.86,36.5,18,4.56,114,7.64
"354",14698,20010087,2001,"DE",77,255,"Reggie","Hayward","Reggie Hayward","DE",50011,"2504724","Iowa State",77,275,"1979-03-14",22.1205479452055,4.9,41,21,4.43,127,7.43
"356",14700,20010101,2001,"CB",73.5,202,"Jamie","Henderson","Jamie Henderson","DB",30602,"2504609","Georgia",74,202,"1979-01-01",22.3178082191781,4.48,40.5,10,4.12,125,6.9
"357",14701,20010097,2001,"CB",72.8,198,"Anthony","Henry","Anthony Henry","DB",33620,"2504587","South Florida",73,207,"1976-11-03",24.4794520547945,4.57,41,15,4.2,126,6.9
"359",14703,20010514,2001,"DE",75,280,"Anthony","Herron","Anthony Herron","DE",52242,"2504466","Iowa",75,280,"1979-09-24",21.5890410958904,5.14,36,26,4.43,114,7.58
"361",14705,20010202,2001,"CB",71,178,"Renaldo","Hill","Renaldo Hill","S",48824,"2504564","Michigan State",71,205,"1978-11-12",22.4547945205479,4.59,35.5,10,4.18,116,7.07
"362",14706,20010151,2001,"OG",75.5,300,"Russ","Hochstein","Russ Hochstein","OG",68588,"2504643","Nebraska",76,300,"1977-10-07",23.5534246575342,5.43,26.5,16,4.69,95,7.85
"365",14709,20010119,2001,"TE",74.4,253,"Jabari","Holloway","Jabari Holloway","TE",46556,"2504627","Notre Dame",74,260,"1978-12-18",22.3561643835616,4.94,38.5,20,4.4,113,7.14
"366",14710,20010191,2001,"DE",74,284,"Menson","Holloway","Menson Holloway","DT",79968,"2504675","Texas-El Paso",74,285,"1978-07-12",22.7917808219178,4.9,34.5,19,4.43,111,7.54
"367",14711,20010179,2001,"CB",70.6,186,"Rashad","Holman","Rashad Holman","DB",40292,"2504703","Louisville",71,191,"1978-01-17",23.2739726027397,4.58,42,6,3.85,129,7.09
"371",14715,20010117,2001,"FS",71.6,204,"John","Howell","John Howell","S",80523,"2504731","Colorado State",72,210,"1978-04-28",22.9972602739726,4.6,37,14,4.12,121,6.87
"373",14717,20010017,2001,"OG",77.1,315,"Steve","Hutchinson","Steve Hutchinson","OG",48109,"2504715","Michigan",77,313,"1977-11-01",23.4849315068493,5.14,33.5,31,4.74,106,7.82
"376",14720,20010165,2001,"FS",71.4,186,"Michael","Jameson","Michael Jameson","DB",77843,"2504549","Texas A&M",71,205,"1979-07-14",21.786301369863,4.48,34.5,9,4.2,118,7.13
"377",14721,20010044,2001,"DT",76.9,318,"Kris","Jenkins","Kris Jenkins","DT",20740,"2504634","Maryland",76,360,"1979-08-03",21.7315068493151,5.18,31,33,4.4,108,7.85
"379",14723,20010095,2001,"OT",75.6,334,"Jonas","Jennings","Jonas Jennings","OT",30602,"2504605","Georgia",75,328,"1977-11-21",23.4301369863014,5.27,29.5,31,4.93,102,8.08
"380",14724,20010516,2001,"CB",69.5,202,"Ligarius","Jennings","Ligarius Jennings","DB",37209,"2504468","Tennessee State",68,202,"1977-11-03",23.4794520547945,4.62,34,11,4.03,120,7.07
"383",14727,20010100,2001,"RB",69.6,227,"Rudi","Johnson","Rudi Johnson","RB",36849,"2504661","Auburn",70,225,"1979-10-01",21.5698630136986,4.57,37.5,24,4.22,119,7.32
"389",14733,20010069,2001,"CB",70.5,199,"Eric","Kelly","Eric Kelly","DB",40506,"2504722","Kentucky",70,197,"1977-01-15",24.2794520547945,4.47,36,15,4.18,120,7.24
"392",14736,20010230,2001,"DE",75,290,"Ross","Kolodziej","Ross Kolodziej","DT",53706,"2504665","Wisconsin",75,289,"1978-05-11",22.9616438356164,4.87,34.5,25,4.36,111,7.32
"393",14737,20010461,2001,"DE",76,252,"Justin","Kurpeikis","Justin Kurpeikis","LB",16802,"2504409","Penn State",75,254,"1977-07-17",23.7780821917808,4.97,31.5,22,4.1,118,6.82
"395",14739,20010137,2001,"OG",74,290,"Matt","Lehr","Matt Lehr","C",24061,"2504672","Virginia Tech",74,304,"1979-04-25",22.0054794520548,5.28,31.5,28,4.44,111,7.59
"398",14742,20010135,2001,"OG",75.4,313,"Victor","Leyva","Victor Leyva","OG",85287,"2504628","Arizona State",76,315,"1977-12-18",23.3561643835616,5.33,30,37,4.73,105,8
"410",14754,20010233,2001,"SS",71,197,"Marlon","McCree","Marlon McCree","S",40506,"2504551","Kentucky",71,204,"1977-03-17",24.1123287671233,4.6,38,10,4.1,117,7.36
"411",14755,20010079,2001,"OT",77.9,328,"Kareem","McKenzie","Kareem McKenzie","OT",16802,"2504712","Penn State",78,330,"1979-05-24",21.9260273972603,5.28,33,20,4.8,104,7.87
"413",14757,20010090,2001,"TE",77,256,"Shad","Meier","Shad Meier","TE",66506,"2504725","Kansas State",76,255,"1978-06-07",22.8876712328767,4.84,34,20,4.15,113,7.14
"419",14763,20010231,2001,"DE",77,258,"Dwayne","Missouri","Dwayne Missouri","DE",60208,"2504705","Northwestern",77,260,"1978-12-23",22.3424657534247,5.03,38,21,4.4,116,7.5
"426",14770,20010200,2001,"CB",70.3,190,"Leonard","Myers","Leonard Myers","DB",33124,"2504615","Miami (FL)",70,198,"1978-12-18",22.3561643835616,4.57,37,13,4.16,120,7.21
"427",14771,20010518,2001,"TE",74.1,251,"Brian","Natkin","Brian Natkin","TE",79968,"2504469","Texas-El Paso",74,246,"1978-01-03",23.3123287671233,5.04,27,20,4.59,98,7.78
"431",14775,20010111,2001,"OG",76,293,"Mathias","Nkwenti","Mathias Nkwenti","OT",19122,"2504539","Temple",75,300,"1978-05-11",22.9616438356164,5.57,35.5,29,4.18,113,7.66
"432",14776,20010222,2001,"OG",75.9,305,"Dennis","Norman","Dennis Norman","C",8544,"2504623","Princeton",77,313,"1980-01-26",21.2493150684931,5.16,35,25,4.72,107,8.08
"433",14777,20010115,2001,"FB",72.9,250,"Moran","Norris","Moran Norris","FB",66045,"2504757","Kansas",73,250,"1978-06-16",22.8630136986301,4.68,31,37,4.5,114,7.56
"434",14778,20010195,2001,"TE",76,252,"Dan","O'Leary","Dan O'Leary","TE",46556,"2504584","Notre Dame",75,248,"1977-09-01",23.6520547945205,5.02,32,16,4.31,113,7.4
"436",14780,20010146,2001,"C",73,316,"Chukky","Okobi","Chukky Okobi","C",47906,"2504535","Purdue",73,305,"1978-10-18",22.5232876712329,5.33,32.5,24,4.61,103,7.87
"439",14783,20010217,2001,"C",75.9,300,"Tupe","Peko","Tupe Peko","OG",48824,"2504607","Michigan State",76,305,"1978-09-19",22.6027397260274,5.36,28,18,4.56,92,8.1
"445",14789,20010444,2001,"TE",76.4,257,"Ryan","Prince","Ryan Prince","TE",84408,"2504391","Weber State (UT)",76,254,"1977-05-16",23.9479452054795,4.98,31,20,4.45,102,7.65
"447",14791,20010050,2001,"C",74,307,"Dominic","Raiola","Dominic Raiola","C",68588,"2504694","Nebraska",73,295,"1978-12-30",22.3232876712329,5.13,33,29,4.35,108,7.55
"449",14793,20010537,2001,"OG",74.6,296,"Ray","Redziniak","Ray Redziniak","C",61801,"M000368","Illinois",74,297,"1978-12-17",22.358904109589,5.46,27,32,4.77,92,8.17
"453",14797,20010557,2001,"TE",76.4,247,"Marcellus","Rivers","Marcellus Rivers","TE",74078,"2504507","Oklahoma State",76,250,"1978-10-26",22.5013698630137,4.86,32.5,7,4.25,113,7.04
"454",14798,20010227,2001,"TE",76.4,256,"Mike","Roberg","Mike Roberg","TE",83844,"2504603","Idaho",76,258,"1977-09-18",23.6054794520548,4.75,34.5,16,4.4,117,7.28
"455",14799,20010138,2001,"OG",74.9,308,"Bernard","Robertson","Bernard Robertson","OG",70118,"2504642","Tulane",75,310,"1979-06-09",21.8821917808219,5.24,30,19,4.58,106,8.06
"459",14803,20010501,2001,"DT",77.1,294,"Jace","Sayler","Jace Sayler","DL",48824,"2504453","Michigan State",77,295,"1979-02-27",22.1616438356164,5.07,31,29,4.59,105,7.81
"460",14804,20010405,2001,"DT",72.3,295,"John","Schlecht","John Schlecht","DT",55455,"2504350","Minnesota",72,295,"1978-05-23",22.9287671232877,4.93,31.5,27,4.3,101,7.45
"463",14807,20010114,2001,"DE",78.1,281,"Cedric","Scott","Cedric Scott","DE",39406,"2504730","Southern Miss",77,290,"1977-10-19",23.5205479452055,4.82,35.5,23,4.37,107,7.67
"466",14810,20010132,2001,"OT",78.9,348,"Elliot","Silvers","Elliot Silvers","OT",98195,"2504593","Washington",79,320,"1978-02-19",23.1835616438356,5.42,31.5,19,4.66,99,7.81
"473",14817,20010110,2001,"ILB",74.4,245,"Brandon","Spoon","Brandon Spoon","LB",27599,"2504581","North Carolina",74,242,"1978-07-05",22.8109589041096,4.73,35.5,33,4.15,110,7.3
"476",14820,20010102,2001,"OLB",75.6,236,"Matt","Stewart","Matt Stewart","LB",37240,"2504550","Vanderbilt",75,239,"1979-08-31",21.6547945205479,4.75,37,23,4.2,117,7.08
"477",14821,20010567,2001,"TE",76.1,251,"Russell","Stewart","Russell Stewart","TE",94305,"2504517","Stanford",76,250,"1977-09-25",23.586301369863,4.98,28.5,17,4.3,106,7.46
"480",14824,20010013,2001,"DT",78.1,321,"Marcus","Stroud","Marcus Stroud","DT",30602,"2504741","Georgia",78,310,"1978-06-25",22.8383561643836,5.13,30,21,4.72,110,8.07
"481",14825,20010498,2001,"OG",77,315,"Tim","Stuber","Tim Stuber","OG",80523,"2504450","Colorado State",77,315,"1978-02-02",23.2301369863014,5.6,28,22,4.75,96,8.06
"483",14827,20010144,2001,"OT",77.1,338,"Marques","Sullivan","Marques Sullivan","OT",61801,"2504577","Illinois",77,325,"1978-02-02",23.2301369863014,5.31,30.5,28,4.8,98,8.36
"485",14829,20010234,2001,"DE",75.9,269,"Joe","Tafoya","Joe Tafoya","DE",85721,"2504656","Arizona",76,258,"1978-09-06",22.6383561643836,4.88,33,28,4.4,111,7.65
"488",14832,20010038,2001,"RB",73.6,229,"Anthony","Thomas","Anthony Thomas","RB",48109,"2504657","Michigan",74,221,"1977-11-07",23.4684931506849,4.62,32.5,20,4.44,115,7.48
"490",14834,20010455,2001,"OT",77.4,336,"Tarlos","Thomas","Tarlos Thomas","OT",32306,"2504401","Florida State",77,330,"1977-08-23",23.6767123287671,5.55,25,19,4.9,92,8.6
"491",14835,20010005,2001,"RB",70.3,221,"LaDainian","Tomlinson","LaDainian Tomlinson","RB",76109,"2504778","Texas Christian",70,215,"1979-06-23",21.8438356164384,4.43,40.5,18,4.21,124,6.84
"501",14845,20010492,2001,"DE",79.1,287,"Fred","Wakefield","Fred Wakefield","OL",61801,"2504444","Illinois",79,295,"1978-09-17",22.6082191780822,5.07,29,26,4.64,108,7.49
"502",14846,20010014,2001,"OT",76.9,311,"Kenyatta","Walker","Kenyatta Walker","OT",32611,"2504742","Florida",77,302,"1979-02-01",22.2328767123288,5.18,31.5,24,4.6,109,7.7
"504",14848,20010170,2001,"OG",76.4,321,"Chad","Ward","Chad Ward","OG",98195,"2504556","Washington",76,320,"1977-01-12",24.2876712328767,5.2,32.5,26,4.9,99,7.98
"507",14851,20010073,2001,"OLB",71.6,236,"Eric","Westmoreland","Eric Westmoreland","LB",37998,"2504613","Tennessee",72,233,"1977-03-11",24.1287671232877,4.65,36.5,21,4.21,115,7.47
"510",14854,20010531,2001,"RB",71.6,228,"Reggie","White","Reggie White","RB",74078,"2504482","Oklahoma State",71,225,"1979-07-11",21.7945205479452,4.59,37.5,17,4.4,114,7.48
"511",14855,20010610,2001,"CB",70.4,193,"James","Whitley","James Whitley","DB",48109,"2504802","Michigan",71,185,"1979-05-13",21.9561643835616,4.7,39,9,4.4,118,7.04
"513",14857,20010086,2001,"CB",69.6,183,"Brock","Williams","Brock Williams","DB",46556,"2504779","Notre Dame",70,185,"1979-08-11",21.7095890410959,4.46,42.5,11,4.21,130,6.7
"515",14859,20010211,2001,"OG",76.4,299,"Louis","Williams","Louis Williams","C",70803,"2504647","Louisiana State",76,291,"1979-04-11",22.0438356164384,5.44,28.5,25,4.67,103,7.86
"521",14865,20010128,2001,"OG",76,345,"Floyd","Womack","Floyd Womack","OG",39762,"2504606","Mississippi State",76,328,"1978-11-15",22.4465753424658,5.57,29.5,23,4.96,97,8.78
"522",14866,20010130,2001,"DT",73,310,"Shawn","Worthen","Shawn Worthen","DT",76109,"2504765","Texas Christian",72,316,"1975-12-02",25.4027397260274,5.18,30,23,4.61,103,7.5
"523",14867,20010183,2001,"DE",75.1,285,"Ellis","Wyms","Ellis Wyms","DT",39762,"2504646","Mississippi State",75,290,"1979-04-12",22.041095890411,4.97,28,21,4.47,103,7.71
"525",14869,20021303,2002,"RB",73,219,"Jonathan","Adams","Jonathan Adams","RB",72401,"M000722","Arkansas State",71,217,"1979-01-26",23.2465753424658,4.58,36.5,15,4.31,120,6.97
"527",14871,20020204,2002,"RB",69,209,"Brian","Allen","Brian Allen","RB",94305,"2505178","Stanford",69,205,"1980-04-20",22.013698630137,4.46,33,19,4.08,112,6.9
"528",14872,20020082,2002,"OLB",74.6,240,"James","Allen","James Allen","LB",97331,"2505077","Oregon State",74,245,"1979-11-11",22.4547945205479,4.63,38,24,4.21,120,7.59
"529",14873,20020473,2002,"FB",71.8,241,"Jeremy","Allen","Jeremy Allen","RB",52242,"M000289","Iowa",73,240,"1979-09-05",22.6383561643836,4.6,38,17,4.49,122,7.06
"530",14874,20020178,2002,"OT",78,327,"Matt","Anderle","Matt Anderle","OG",55455,"2508456","Minnesota",78,327,"1979-07-14",22.7835616438356,5.55,29,26,4.8,101,7.99
"531",14875,20020615,2002,"RB",70.4,211,"Damien","Anderson","Damien Anderson","RB",60208,"2504964","Northwestern",71,218,"1979-07-17",22.7753424657534,4.6,33.5,27,4.02,112,6.93
"534",14878,20020089,2002,"OLB",74.1,257,"Akin","Ayodele","Akin Ayodele","LB",47906,"2505084","Purdue",74,245,"1979-09-17",22.6054794520548,4.86,35,26,4.12,119,7
"536",14880,20020513,2002,"C",74.3,301,"Jason","Ball","Jason Ball","C",3824,"2504890","New Hampshire",74,301,"1979-03-21",23.0986301369863,5.43,29,27,4.73,92,7.87
"537",14881,20020180,2002,"DT",74.5,313,"Clenton","Ballard","Clenton Ballard","DT",78666,"2505161","Texas State-San Marcos",75,308,"1979-04-17",23.0246575342466,5.24,26.5,24,4.64,90,7.47
"539",14883,20020139,2002,"DT",74.8,300,"Justin","Bannan","Justin Bannan","DT",80309,"2504987","Colorado",75,312,"1979-04-18",23.0219178082192,5.02,29,24,4.24,97,7.31
"540",14884,20020572,2002,"OG",76,325,"Kevin","Barry","Kevin Barry","OT",85721,"2504929","Arizona",76,332,"1979-07-20",22.7671232876712,5.36,28.5,24,4.73,106,8.34
"543",14887,20020136,2002,"FB",72.6,245,"Jarrod","Baxter","Jarrod Baxter","FB",87131,"2505122","New Mexico",73,243,"1979-03-09",23.1315068493151,4.74,32.5,23,4.27,111,7.1
"544",14888,20020218,2002,"DT",77.4,303,"Chad","Beasley","Chad Beasley","DT",24061,"2505189","Virginia Tech",77,302,"1978-11-13",23.4493150684931,5.17,31.5,27,4.57,99,7.75
"545",14889,20020115,2002,"CB",73,195,"Tony","Beckham","Tony Beckham","DB",54751,"2505107","Stout (WI)",73,195,"1978-10-01",23.5671232876712,4.37,34.5,15,4.3,121,7.12
"546",14890,20020101,2002,"OLB",72.4,243,"Kevin","Bentley","Kevin Bentley","LB",60208,"2505095","Northwestern",72,248,"1979-12-29",22.3232876712329,4.72,39,23,3.83,113,6.71
"548",14892,20020146,2002,"DT",76,294,"Rocky","Bernard","Rocky Bernard","DT",77843,"2505130","Texas A&M",75,301,"1979-04-19",23.0191780821918,4.96,33,30,4.41,108,7.43
"549",14893,20020056,2002,"RB",70.5,220,"Ladell","Betts","Ladell Betts","RB",52242,"2505054","Iowa",71,224,"1979-08-27",22.6630136986301,4.6,38,23,4.06,115,7.06
"551",14895,20020120,2002,"FS",74.6,216,"Terreal","Bierria","Terreal Bierria","DB",30602,"2505109","Georgia",75,211,"1980-10-10",21.5397260273973,4.56,36,18,4.1,129,6.93
"552",14896,20020591,2002,"TE",76.9,256,"Dwayne","Blakley","Dwayne Blakley","TE",65211,"2504947","Missouri",77,261,"1979-08-10",22.7095890410959,5,32.5,21,4.29,107,7.33
"553",14897,20020133,2002,"OLB",75.8,242,"Rocky","Boiman","Rocky Boiman","LB",46556,"2505119","Notre Dame",76,236,"1980-01-24",22.2520547945205,4.61,35,17,4.05,118,6.86
"557",14901,20020418,2002,"FS",72,194,"Jack","Brewer","Jack Brewer","S",55455,"2504819","Minnesota",72,194,"1979-01-08",23.2958904109589,4.57,37,12,4.24,120,6.9
"558",14902,20020238,2002,"DE",75.6,267,"Raheem","Brock","Raheem Brock","DE",19122,"2505203","Temple",76,274,"1978-06-10",23.8767123287671,4.93,34,25,4.23,109,7.09
"559",14903,20020059,2002,"CB",69.9,196,"Sheldon","Brown","Sheldon Brown","DB",29208,"2505056","South Carolina",70,200,"1979-03-19",23.1041095890411,4.46,36.5,15,4.24,118,7
"567",14911,20020213,2002,"OG",76.1,307,"Pete","Campion","Pete Campion","OG",58102,"2505185","North Dakota State",76,307,"1979-12-03",22.3945205479452,5.25,25.5,30,4.81,86,7.96
"571",14915,20020257,2002,"RB",67.8,237,"Rock","Cartwright","Rock Cartwright","RB",66506,"2505215","Kansas State",68,215,"1979-12-03",22.3945205479452,4.48,35,30,4.25,113,7.18
"576",14920,20020491,2002,"OT",77.5,300,"Mike","Collins","Mike Collins","OG",27106,"2504873","Wake Forest",77,290,"1978-08-27",23.6630136986301,5.55,25.5,32,4.98,98,8.62
"578",14922,20020029,2002,"OT",79.9,313,"Marc","Colombo","Marc Colombo","OT",2459,"2505030","Boston",80,320,"1978-10-08",23.5479452054795,5.31,29.5,30,4.6,100,7.65
"584",14928,20020127,2002,"FS",73.6,212,"Kevin","Curtis","Kevin Curtis","DB",79415,"2505115","Texas Tech",74,212,"1980-07-28",21.7424657534247,4.54,37.5,24,3.88,123,6.75
"588",14932,20020096,2002,"DT",77.3,304,"Dorsett","Davis","Dorsett Davis","DT",39762,"2505091","Mississippi State",77,305,"1979-01-24",23.2520547945205,5.03,31,30,4.67,109,7.93
"589",14933,20021301,2002,"SS",73,219,"Dan","Dawson","Dan Dawson","S",77005,"M000720","Rice",74,210,"1975-03-28",27.0821917808219,4.64,38,24,4,121,6.75
"590",14934,20020475,2002,"OG",76,333,"Konrad","Dean","Konrad Dean","OG",44325,"2504860","Akron",76,303,"1979-06-06",22.8876712328767,5.57,27.5,30,4.97,97,8.37
"591",14935,20020061,2002,"DE",79,276,"Ryan","Denney","Ryan Denney","DE",84602,"2505059","BYU",79,264,"1977-06-15",24.8630136986301,4.86,33,36,4.25,107,7.18
"592",14936,20020499,2002,"FB",76.1,240,"Kori","Dickerson","Kori Dickerson","TE",90089,"2504878","USC",76,240,"1978-12-06",23.386301369863,4.72,34,22,4.51,110,7.34
"595",14939,20020113,2002,"DT",75,313,"Nate","Dwyer","Nate Dwyer","DT",66045,"2504983","Kansas",75,316,"1978-09-30",23.5698630136986,5.1,31,27,4.41,103,7.56
"596",14940,20020107,2002,"FB",73,244,"Omar","Easy","Omar Easy","RB",16802,"2504982","Penn State",74,245,"1977-10-29",24.4904109589041,4.51,40,21,4.12,122,7.25
"597",14941,20020573,2002,"C",75.4,300,"Andy","Eby","Andy Eby","C",66506,"2504930","Kansas State",75,300,"1979-04-26",23,5.12,29,28,4.55,102,7.46
"598",14942,20020500,2002,"OG",76.8,355,"Steve","Edwards","Steve Edwards","OL",32816,"2504879","Central Florida",77,333,"1979-02-20",23.1780821917808,5.57,23,20,5.15,90,8.37
"600",14944,20020501,2002,"ILB",75,247,"Justin","Ena","Justin Ena","LB",84602,"2504880","BYU",75,247,"1977-11-20",24.4301369863014,4.71,34,20,4.11,112,6.76
"602",14946,20020173,2002,"CB",70.5,178,"Demarcus","Faggins","Demarcus Faggins","DB",66506,"2505155","Kansas State",70,182,"1979-06-13",22.8684931506849,4.56,36.5,3,3.92,118,6.64
"606",14950,20020574,2002,"RB",74,226,"Tony","Fisher","Tony Fisher","RB",46556,"2504936","Notre Dame",73,222,"1979-10-12",22.5369863013699,4.66,41.5,21,4.13,126,7
"608",14952,20020547,2002,"RB",71.4,214,"Little John","Flowers","Little John Flowers","RB",48824,"2514168","Michigan State",72,215,"1980-01-31",22.2328767123288,4.75,34,19,4.08,109,7.09
"609",14953,20020039,2002,"OG",75.9,349,"Toniu","Fonoti","Toniu Fonoti","OG",68588,"2505038","Nebraska",76,340,"1981-11-26",20.4109589041096,5.53,28.5,32,4.81,94,8.12
"612",14956,20020567,2002,"CB",73.5,195,"Willie","Ford","Willie Ford","DB",13244,"M000041","Syracuse",74,200,"1978-05-12",23.9561643835616,4.57,34,10,4.33,117,7.25
"613",14957,20020034,2002,"RB",73,222,"DeShaun","Foster","DeShaun Foster","RB",90095,"2505034","UCLA",72,222,"1980-01-10",22.2904109589041,4.57,35.5,20,4.16,119,6.82
"614",14958,20020076,2002,"C",75,300,"Melvin","Fowler","Melvin Fowler","C",20740,"2505071","Maryland",75,310,"1979-03-31",23.0712328767123,5.46,27,32,4.6,99,7.51
"615",14959,20020043,2002,"DT",77.1,310,"Eddie","Freeman","Eddie Freeman","DT",35294,"2504977","Alabama- Birmingham",77,315,"1978-01-04",24.3068493150685,4.93,34.5,32,4.81,109,7.85
"617",14961,20020143,2002,"OLB",77.5,248,"Scott","Fujita","Scott Fujita","LB",94720,"2505128","California",77,250,"1979-04-28",22.9945205479452,4.63,42,20,4.21,122,7.09
"622",14966,20020212,2002,"CB",69.5,177,"LaVar","Glover","LaVar Glover","DB",45221,"2505184","Cincinnati",69,177,"1978-12-17",23.3561643835616,4.57,37,11,4.29,114,7.18
"626",14970,20020025,2002,"DE",75,282,"Charles","Grant","Charles Grant","DE",30602,"2505026","Georgia",75,285,"1978-09-03",23.6438356164384,4.69,31,24,4.39,113,7.69
"632",14976,20020240,2002,"DE",75.6,259,"Carlos","Hall","Carlos Hall","DE",72701,"2505205","Arkansas",76,259,"1979-01-16",23.2739726027397,4.68,40,20,4.19,125,6.97
"634",14978,20020169,2002,"TE",74.5,251,"Ryan","Hannam","Ryan Hannam","TE",50701,"2505151","Northern Iowa",74,255,"1980-02-24",22.1671232876712,4.7,30.5,18,4.21,110,7.07
"637",14981,20020023,2002,"OLB",74.9,253,"Napoleon","Harris","Napoleon Harris","LB",60208,"2505025","Northwestern",75,253,"1979-02-25",23.1643835616438,4.57,34,27,4.44,110,7.15
"638",14982,20020619,2002,"FS",73,216,"Quentin","Harris","Quentin Harris","S",13244,"2504968","Syracuse",73,213,"1977-01-26",25.2465753424658,4.61,36.5,14,4.34,120,7.59
"641",14985,20020166,2002,"FB",70,224,"Verron","Haynes","Verron Haynes","RB",30602,"2505148","Georgia",69,222,"1979-02-17",23.186301369863,4.78,31.5,25,4.08,117,7.27
"644",14988,20020174,2002,"TE",77.5,255,"Keith","Heinrich","Keith Heinrich","TE",77341,"2505156","Sam Houston State (TX)",78,255,"1979-03-19",23.1041095890411,4.75,35,21,4.1,119,6.87
"645",14989,20020239,2002,"OG",75.9,305,"Eric","Heitmann","Eric Heitmann","OG",94305,"2505204","Stanford",75,312,"1980-02-24",22.1671232876712,5.25,28,33,4.6,94,7.56
"646",14990,20020009,2002,"DT",78.9,306,"John","Henderson","John Henderson","DT",37998,"2505014","Tennessee",79,335,"1979-01-09",23.2931506849315,4.87,27.5,24,4.66,106,7.71
"647",14991,20020241,2002,"RB",72.9,206,"Leonard","Henry","Leonard Henry","RB",27858,"2505206","East Carolina (NC)",73,210,"1978-01-05",24.3041095890411,4.61,35,26,4.29,105,7.11
"648",14992,20020502,2002,"OG",77,303,"Artis","Hicks","Artis Hicks","OT",38152,"2504881","Memphis",76,312,"1978-11-28",23.4082191780822,5.08,29.5,22,4.64,104,7.85
